1987:04:04_21:07m:13   -88  169 -129   20z : -117  128 -123
1987:04:14_21:07m:13   -89  161 -125   20z : -117  127 -122
1987:04:24_21:07m:13   -98  159 -129   20z : -117  127 -122
1987:05:04_21:07m:13   -97  158 -128   20z : -116  126 -121
1987:05:14_21:07m:13  -102  159 -130   20z : -116  125 -120
1987:05:24_21:07m:13  -114  138 -126   20z : -116  124 -120
1987:06:03_21:07m:13  -118  134 -126   20z : -115  123 -119
1987:06:13_21:07m:13  -121  124 -122   20z : -115  123 -119
1987:06:23_21:07m:13  -127  125 -126   20z : -114  122 -118
1987:07:03_21:07m:13  -134  106 -120   20z : -114  121 -117
1987:07:13_21:07m:13  -138  100 -119   20z : -114  120 -117
1987:07:23_21:07m:13  -135   92 -114   20z : -113  119 -116
1987:08:02_21:07m:13  -144   74 -110   20z : -113  118 -116
1987:08:12_21:07m:13  -140   74 -107   20z : -113  117 -115
1987:08:22_21:07m:13  -138   75 -106   20z : -112  116 -114
1987:09:01_21:07m:13  -139   60  -99   20z : -112  115 -114
1987:09:11_21:07m:13  -144   55 -100   20z : -112  114 -113
1987:09:21_21:07m:13  -144   55  -99   20z : -111  113 -112
1987:10:01_21:07m:13  -143   60 -102   20z : -111  112 -111
1987:10:11_21:07m:13  -139   61 -100   20z : -111  111 -111
1987:10:21_21:07m:13  -142   56  -99   20z : -110  110 -110
1987:10:31_21:07m:13  -134   74 -104   20z : -110  109 -109
1987:11:10_21:07m:13  -131   76 -104   20z : -110  107 -109
1987:11:20_21:07m:13  -125   92 -109   20z : -109  106 -108
1987:11:30_21:07m:13  -119   86 -103   20z : -109  105 -107
1987:12:10_21:07m:13  -104  102 -103   20z : -109  104 -106
1987:12:20_21:07m:13   -92   91  -92   20z : -108  103 -105
